АВС/ DEF;От;До;Емкость;Оператор;Регион;ИНН
901;4600000;4609999;10000;ООО "Т2 Мобайл";Хабаровский край;7743895280
901;4610000;4619999;10000;ООО "Т2 Мобайл";г. Москва и Московская область;7743895280
901;4620000;4639999;20000;ООО "Т2 Мобайл";Хабаровский край;7743895280
901;4640000;4649999;10000;ООО "Т2 Мобайл";г. Москва и Московская область;7743895280
901;4650000;4669999;20000;ООО "Т2 Мобайл";Хабаровский край;7743895280
901;4670000;4679999;10000;ОАО "МТТ";Новосибирская обл.;7705017253
901;4680000;4699999;20000;ООО "Интернод";г. Москва * Московская область;7733808377
901;4700000;4709999;10000;ООО "Т2 Мобайл";г. Москва и Московская область;7743895280
901;4710000;4719999;10000;ООО "Т2 Мобайл";Кировская обл.;7743895280
901;4720000;4729999;10000;ООО "Т2 Мобайл";Пензенская обл.;7743895280
901;4750000;4769999;20000;ПАО "Мобильные ТелеСистемы";Республика Башкортостан;7740000076
901;4770000;4779999;10000;ОАО "МТТ";г. Москва * Московская область;7705017253
901;4780000;4789999;10000;ПАО "Мобильные ТелеСистемы";Республика Башкортостан;7740000076
901;4790000;4799999;10000;ООО "Т2 Мобайл";Кировская обл.;7743895280
901;4800000;4809999;10000;ООО "Т2 Мобайл";Костромская обл.;7743895280
901;4810000;4819999;10000;ООО "Т2 Мобайл";Рязанская обл.;7743895280
901;4820000;4839999;20000;ООО "Т2 Мобайл";Ивановская обл.;7743895280
901;4840000;4849999;10000;ООО "Т2 Мобайл";Костромская обл.;7743895280
901;4850000;4869999;20000;ООО "Т2 Мобайл";Ярославская обл.;7743895280
901;4870000;4889999;20000;ООО "Т2 Мобайл";Тверская обл.;7743895280
901;4890000;4939999;50000;ООО "Т2 Мобайл";Краснодарский край;7743895280
901;4940000;4949999;10000;ОАО "МТТ";Краснодарский край;7705017253
901;4950000;4959999;10000;ООО "Т2 Мобайл";Ростовская обл.;7743895280
901;4960000;4969999;10000;ООО "Т2 Мобайл";Ростовская обл.;7743895280
901;4970000;4979999;10000;ООО "Т2 Мобайл";Республика Северная Осетия - Алания;7743895280
901;4990000;4999999;10000;ОАО "МТТ";г. Москва * Московская область;7705017253
901;5000000;5999999;1000000;ООО "Т2 Мобайл";г. Москва и Московская область;7743895280
901;6000000;6009999;10000;ООО "Т2 Мобайл";Республика Хакасия;7743895280
901;6010000;6019999;10000;ООО "Т2 Мобайл";Пермский край;7743895280
901;6020000;6029999;10000;ООО "Т2 Мобайл";Самарская обл.;7743895280
901;6030000;6039999;10000;ООО "Т2 Мобайл";Саратовская обл.;7743895280
901;6040000;6049999;10000;ООО "Т2 Мобайл";Тульская обл.;7743895280
901;6050000;6059999;10000;ООО "Т2 Мобайл";Челябинская обл.;7743895280
901;6060000;6069999;10000;ООО "Т2 Мобайл";Ханты - Мансийский - Югра АО;7743895280
901;6070000;6149999;80000;ООО "Т2 Мобайл";Томская обл.;7743895280
901;6150000;6169999;20000;ООО "Т2 Мобайл";Кемеровская обл.;7743895280
901;6170000;6189999;20000;ООО "Т2 Мобайл";Томская обл.;7743895280
901;6190000;6199999;10000;ООО "Т2 Мобайл";Кемеровская обл.;7743895280
901;6210000;6219999;10000;ООО "Т2 Мобайл";Красноярский край;7743895280
901;6220000;6229999;10000;ОАО "МТТ";г. Москва * Московская область;7705017253
901;6230000;6259999;30000;ООО "Т2 Мобайл";Красноярский край;7743895280
901;6289000;6289999;1000;ООО "Т2 Мобайл";Еврейская автономная обл.;7743895280
901;6290000;6299999;10000;ООО "Т2 Мобайл";Кемеровская обл.;7743895280
901;6300000;6344999;45000;ООО "Т2 Мобайл";Иркутская обл.;7743895280
901;6350000;6359999;10000;ООО "Т2 Мобайл";Калужская обл.;7743895280
901;6400000;6419999;20000;ООО "Т2 Мобайл";Иркутская обл.;7743895280
901;6420000;6424999;5000;ООО "Т2 Мобайл";Алтайский край;7743895280
901;6425000;6432999;8000;ООО "Т2 Мобайл";Ямало-Ненецкий АО;7743895280
901;6433000;6436999;4000;ООО "Т2 Мобайл";Ярославская обл.;7743895280
901;6437000;6439999;3000;ООО "Т2 Мобайл";Еврейская автономная обл.;7743895280
901;6440000;6449999;10000;ООО "Т2 Мобайл";Республика Тыва;7743895280
901;6450000;6459999;10000;ООО "Т2 Мобайл";Алтайский край;7743895280
901;6460000;6479999;20000;ООО "Т2 Мобайл";Красноярский край;7743895280
901;6480000;6499999;20000;ООО "Т2 Мобайл";г. Москва * Московская область;7743895280
901;6500000;6749999;250000;ООО "Т2 Мобайл";Иркутская обл.;7743895280
901;6750000;6799999;50000;ООО "Т2 Мобайл";Республика Тыва;7743895280
901;6800000;6899999;100000;ООО "Т2 Мобайл";Ивановская обл.;7743895280
901;6900000;6999999;100000;ООО "Т2 Мобайл";Ивановская обл.;7743895280
901;7000000;7999999;1000000;ООО "Т2 Мобайл";г. Москва и Московская область;7743895280
901;8000000;8019999;20000;ООО "Т2 Мобайл";Нижегородская обл.;7743895280
901;8020000;8039999;20000;ООО "Т2 Мобайл";Самарская обл.;7743895280
901;8040000;8079999;40000;ООО "Т2 Мобайл";Саратовская обл.;7743895280
901;8080000;8089999;10000;ОАО "МТТ";г. Москва * Московская область;7705017253
901;8090000;8099999;10000;ПАО "Ростелеком";Брянская обл.;7707049388
901;8100000;8199999;100000;ПАО "Мобильные ТелеСистемы";Республика Башкортостан;7740000076
901;8200000;8219999;20000;ООО "Т2 Мобайл";Саратовская обл.;7743895280
901;8220000;8229999;10000;ООО "Т2 Мобайл";Оренбургская обл.;7743895280
901;8300000;8399999;100000;ООО "Лайкамобайл";г. Москва * Московская область;9729056760
901;8400000;8429999;30000;ООО "ТРАСТЕЛ";г. Москва * Московская область;9717059710
901;8470000;8479999;10000;ООО "Т2 Мобайл";Ульяновская обл.;7743895280
901;8500000;8599999;100000;ООО "Т2 Мобайл";Свердловская обл.;7743895280
901;8600000;8699999;100000;ООО "Т2 Мобайл";Удмуртская Республика;7743895280
901;8700000;8719999;20000;ООО "Т2 Мобайл";Нижегородская обл.;7743895280
901;8880000;8889999;10000;ООО "Т2 Мобайл";Владимирская обл.;7743895280
901;8890000;8989999;100000;ООО "Т2 Мобайл";Оренбургская обл.;7743895280
901;8990000;8999999;10000;ОАО "МТТ";г. Москва * Московская область;7705017253
901;9000000;9099999;100000;ООО "Т2 Мобайл";г. Москва и Московская область;7743895280
901;9100000;9109999;10000;ПАО "Ростелеком";Липецкая обл.;7707049388
901;9110000;9119999;10000;ООО "Т2 Мобайл";Красноярский край;7743895280
901;9120000;9219999;100000;ООО "Лайкамобайл";г. Москва * Московская область;9729056760
901;9220000;9229999;10000;ОАО "МТТ";г. Санкт-Петербург * Ленинградская область;7705017253
901;9230000;9239999;10000;ООО "Т2 Мобайл";Республика Тыва;7743895280
901;9240000;9289999;50000;ООО "Лайкамобайл";г. Санкт-Петербург * Ленинградская область;9729056760
901;9290000;9299999;10000;ООО "Т2 Мобайл";Кемеровская обл.;7743895280
901;9300000;9309999;10000;ООО "Т2 Мобайл";Хабаровский край;7743895280
901;9310000;9313999;4000;ООО "Газпром телеком";г. Москва * Московская область;7740000020
901;9314000;9314999;1000;АО "МТТ";Ставропольский край;7705017253
901;9315000;9315999;1000;АО "МТТ";Хабаровский край;7705017253
901;9316000;9316999;1000;АО "МТТ";Кемеровская обл.;7705017253
901;9317000;9317499;500;АО "МТТ";Калужская обл.;7705017253
901;9317500;9317999;500;АО "МТТ";Оренбургская обл.;7705017253
901;9318000;9318499;500;АО "МТТ";Алтайский край;7705017253
901;9318500;9318999;500;ООО "Газпром телеком";Оренбургская обл.;7740000020
901;9320000;9329999;10000;ООО "Т2 Мобайл";Еврейская автономная обл.;7743895280
901;9330000;9339999;10000;ООО "Т2 Мобайл";Камчатский край;7743895280
901;9340000;9349999;10000;ООО "Т2 Мобайл";Приморский край;7743895280
901;9350000;9359999;10000;ООО "Т2 Мобайл";Магаданская обл.;7743895280
901;9370000;9379999;10000;ООО "Т2 Мобайл";Сахалинская обл.;7743895280
901;9380000;9389999;10000;ООО "Т2 Мобайл";Приморский край;7743895280
901;9390000;9390999;1000;АО "МТТ";Пермский край;7705017253
901;9391000;9391999;1000;АО "МТТ";Республика Башкортостан;7705017253
901;9392000;9392999;1000;АО "МТТ";Красноярский край;7705017253
901;9393000;9393999;1000;АО "МТТ";Волгоградская обл.;7705017253
901;9394000;9394999;1000;АО "МТТ";Саратовская обл.;7705017253
901;9395000;9395999;1000;АО "МТТ";Тюменская обл.;7705017253
901;9396000;9396999;1000;АО "МТТ";Ярославская обл.;7705017253
901;9397000;9397999;1000;АО "МТТ";Иркутская обл.;7705017253
901;9398000;9398999;1000;АО "МТТ";Калининградская обл.;7705017253
901;9399000;9399999;1000;АО "МТТ";Ханты - Мансийский - Югра АО;7705017253
901;9400000;9409999;10000;ООО "Т2 Мобайл";Самарская обл.;7743895280
901;9410000;9419999;10000;ООО "Т2 Мобайл";Волгоградская обл.;7743895280
901;9420000;9439999;20000;ООО "Т2 Мобайл";Самарская обл.;7743895280
901;9440000;9449999;10000;ООО "Т2 Мобайл";Астраханская обл.;7743895280
901;9450000;9469999;20000;ОАО "МТТ";Челябинская обл.;7705017253
901;9470000;9479999;10000;ООО "Т2 Мобайл";Ульяновская обл.;7743895280
901;9490000;9509999;20000;ООО "Т2 Мобайл";Свердловская обл.;7743895280
901;9520000;9529999;10000;ПАО "Мобильные ТелеСистемы";Республика Башкортостан;7740000076
